8200 8200
2600 -2608
1296 -1304
864 -872
648 -656
520 -528
432 -440
368 -376
320 -328
288 -296
256 -264
232 -240
216 -224
200 -208
184 -192
168 -176
160 -168
152 -160
144 -152
136 -144
128 -136
120 -128
112 -120
112 -120
104 -112
104 -112
96 -104
96 -104
88 -96
88 -96
80 -88
80 -88
80 -88
72 -80
72 -80
72 -80
72 -80
64 -72
64 -72
64 -72
64 -72
56 -64
56 -64
56 -64
56 -64
56 -64
56 -64
48 -56
48 -56
48 -56
48 -56
48 -56
48 -56
48 -56
48 -56
40 -48
40 -48
40 -48
40 -48
40 -48
40 -48
40 -48
40 -48
40 -48
40 -48
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
32 -40
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
24 -32
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
16 -24
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
8 -16
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
0 -8
